지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
152,울산,2025-06-15 21:00,22.3,.3,1,90,,,,10
152,울산,2025-06-15 22:00,22.2,0,.4,91,,,,10
152,울산,2025-06-15 23:00,23.9,0,4.2,88,,,,10
152,울산,2025-06-16 00:00,21.9,.1,.7,91,,,,10
152,울산,2025-06-16 01:00,21.3,0,2.2,94,,,,10
152,울산,2025-06-16 02:00,23.2,,3.2,93,,,,10
152,울산,2025-06-16 03:00,22,,.7,89,,,,10
152,울산,2025-06-16 04:00,23.7,,3.6,90,,,,10
152,울산,2025-06-16 05:00,22.5,,.6,88,,,,10
152,울산,2025-06-16 06:00,22.5,,.6,93,0,.04,,10
152,울산,2025-06-16 07:00,24.4,,3.1,84,0,.2,,9
152,울산,2025-06-16 08:00,25.6,,1.9,80,.1,.73,,7
152,울산,2025-06-16 09:00,25.8,,1.4,80,0,.49,,10
152,울산,2025-06-16 10:00,24,0,.7,82,0,.46,,10
152,울산,2025-06-16 11:00,23.5,3.2,2,94,0,.48,,10
152,울산,2025-06-16 12:00,23.6,3.1,1.1,93,0,.51,,10
152,울산,2025-06-16 13:00,23.9,.1,2,90,0,.85,,10
152,울산,2025-06-16 14:00,24.3,,2.5,86,0,1.14,,10
152,울산,2025-06-16 15:00,24.7,,3.8,78,0,1.05,,8
152,울산,2025-06-16 16:00,25.3,,3,71,.1,.81,,8
152,울산,2025-06-16 17:00,26.1,,2.6,65,0,.65,,6
152,울산,2025-06-16 18:00,25.7,,4.1,66,.7,.93,,4
152,울산,2025-06-16 19:00,25.7,,1.1,65,.7,.36,,2
152,울산,2025-06-16 20:00,22.3,,1.4,77,0,.04,,0
152,울산,2025-06-16 21:00,20.8,,1.2,83,,,,0
152,울산,2025-06-16 22:00,19.4,,.9,87,,,,0
152,울산,2025-06-16 23:00,18.9,,.8,91,,,,0
152,울산,2025-06-17 00:00,18.9,,.8,92,,,,0
152,울산,2025-06-17 01:00,21.6,,2.3,81,,,,6
152,울산,2025-06-17 02:00,22.6,,3,72,,,,7
152,울산,2025-06-17 03:00,22.4,,3.8,73,,,,7
152,울산,2025-06-17 04:00,21.5,,3,78,,,,7
152,울산,2025-06-17 05:00,22.1,,3.1,74,,,,6
152,울산,2025-06-17 06:00,21.1,,3.1,81,0,.09,,7
152,울산,2025-06-17 07:00,22.4,,3.2,77,.6,.5,,8
152,울산,2025-06-17 08:00,23.5,,5.3,71,.7,1.07,,7
152,울산,2025-06-17 09:00,25.2,,4.2,67,1,1.91,,8
152,울산,2025-06-17 10:00,26.6,,4.7,64,1,2.67,,6
152,울산,2025-06-17 11:00,27.7,,5.3,58,1,3.06,,9
152,울산,2025-06-17 12:00,27.8,,4.4,59,.9,2.86,,8
152,울산,2025-06-17 13:00,28.2,,4.8,57,.7,2.53,,8
152,울산,2025-06-17 14:00,28.2,,4.1,58,.7,2.36,,7
152,울산,2025-06-17 15:00,28.7,,4.1,60,1,2.66,,8
152,울산,2025-06-17 16:00,28.8,,1.7,57,1,2.36,,6
152,울산,2025-06-17 17:00,25.6,,1.5,67,.7,1.29,,7
152,울산,2025-06-17 18:00,23.9,,1.4,74,.6,.81,,9
152,울산,2025-06-17 19:00,23.5,,1.2,79,0,.32,,8
152,울산,2025-06-17 20:00,22.7,,1.2,83,0,.04,,7
152,울산,2025-06-17 21:00,22.5,,2.8,86,,,,1
152,울산,2025-06-17 22:00,22.4,,.9,86,,,,6
152,울산,2025-06-17 23:00,21.6,,.4,89,,,,8
152,울산,2025-06-18 00:00,21,,.2,91,,,,8
152,울산,2025-06-18 01:00,20.8,,.7,92,,,,8
152,울산,2025-06-18 02:00,20,,1.3,93,,,,7
152,울산,2025-06-18 03:00,19.6,,.4,94,,,,8
152,울산,2025-06-18 04:00,19.4,,1.5,95,,,,7
152,울산,2025-06-18 05:00,19.7,,1.2,96,,,,8
152,울산,2025-06-18 06:00,19.9,,.3,94,0,.09,,6
152,울산,2025-06-18 07:00,22.2,,1.1,82,.9,.6,,3
152,울산,2025-06-18 08:00,23.7,,1.4,71,1,1.26,,5
152,울산,2025-06-18 09:00,25.5,,.7,65,1,1.82,,4
152,울산,2025-06-18 10:00,27.1,,1.3,60,1,2.65,,3
152,울산,2025-06-18 11:00,28.2,,1.9,55,1,3.17,,2
152,울산,2025-06-18 12:00,29.5,,1.8,49,1,3.47,,0
152,울산,2025-06-18 13:00,28.1,,1.2,54,1,3.44,,1
152,울산,2025-06-18 14:00,27.6,,1.5,57,1,3.38,,1
152,울산,2025-06-18 15:00,28.6,,1.3,55,.8,2.55,,2
152,울산,2025-06-18 16:00,27.7,,2.1,54,.9,2.3,,0
152,울산,2025-06-18 17:00,28.1,,1.6,54,.9,1.69,,1
152,울산,2025-06-18 18:00,28.4,,1.7,54,1,1.11,,0
152,울산,2025-06-18 19:00,28.3,,.6,55,.9,.45,,0
152,울산,2025-06-18 20:00,26,,1.3,63,0,.06,,0
152,울산,2025-06-18 21:00,24.5,,.2,66,,,,0
152,울산,2025-06-18 22:00,23.9,,.8,65,,,,0
152,울산,2025-06-18 23:00,23.9,,.9,63,,,,5
152,울산,2025-06-19 00:00,23.1,,.7,65,,,,3
152,울산,2025-06-19 01:00,23.1,,1.4,65,,,,5
152,울산,2025-06-19 02:00,22,,1.4,74,,,,6
152,울산,2025-06-19 03:00,21.5,,1.8,79,,,,0
152,울산,2025-06-19 04:00,21.4,,1.1,77,,,,0
152,울산,2025-06-19 05:00,20.4,,.8,82,,,,0
152,울산,2025-06-19 06:00,20.6,,1.2,82,0,.06,,0
152,울산,2025-06-19 07:00,22.4,,1.1,77,.8,.51,,0
152,울산,2025-06-19 08:00,24.7,,1.4,66,1,1.26,,0
152,울산,2025-06-19 09:00,26.8,,1.9,60,1,1.94,,0
152,울산,2025-06-19 10:00,29.4,,1.3,51,1,2.6,,2
152,울산,2025-06-19 11:00,30.2,,1.7,46,1,2.75,,7
152,울산,2025-06-19 12:00,31.8,,1.9,46,1,3.13,,6
152,울산,2025-06-19 13:00,30.9,,1.8,44,.9,2.55,,4
152,울산,2025-06-19 14:00,31.5,,1.3,43,1,3.07,,6
152,울산,2025-06-19 15:00,32.3,,3.9,33,.7,2.36,,6
152,울산,2025-06-19 16:00,32.2,,2.6,33,.5,1.73,,3
152,울산,2025-06-19 17:00,32.2,,3.2,34,1,1.99,,5
152,울산,2025-06-19 18:00,30.6,,2.1,48,.5,.94,,6
152,울산,2025-06-19 19:00,29.2,,2.1,54,.1,.29,,0
152,울산,2025-06-19 20:00,28.2,,3.2,61,0,.03,,5
152,울산,2025-06-19 21:00,27.6,,2.3,63,,,,2
152,울산,2025-06-19 22:00,26.8,,3.1,65,,,,6
152,울산,2025-06-19 23:00,26.3,,2.5,68,,,,7
152,울산,2025-06-20 00:00,26,,3.5,70,,,,2
152,울산,2025-06-20 01:00,25.5,,1.4,73,,,,7
152,울산,2025-06-20 02:00,25.4,,1.6,74,,,,7
152,울산,2025-06-20 03:00,25.3,,1.4,75,,,,7
152,울산,2025-06-20 04:00,24.9,,.8,78,,,,8
152,울산,2025-06-20 05:00,25.1,,2.1,79,,,,9
152,울산,2025-06-20 06:00,25.7,,3.3,77,0,.03,,9
152,울산,2025-06-20 07:00,26,0,3.4,75,0,.3,,10
152,울산,2025-06-20 08:00,26.6,,3.3,74,0,.78,,10
152,울산,2025-06-20 09:00,26.6,,1.7,73,.1,.85,,10
152,울산,2025-06-20 10:00,27.8,,5.3,71,.3,1.46,,10
152,울산,2025-06-20 11:00,28.2,,6.6,68,.3,1.77,,10
152,울산,2025-06-20 12:00,28,,7.8,69,.1,1.72,,10
152,울산,2025-06-20 13:00,27.9,,8,68,0,1.59,,10
152,울산,2025-06-20 14:00,27.5,,6.2,73,0,1.33,,10
152,울산,2025-06-20 15:00,27.3,,4.8,74,0,1.07,,10
152,울산,2025-06-20 16:00,27.3,,4.5,71,0,.87,,10
152,울산,2025-06-20 17:00,27.1,,4.1,72,0,.52,,10
152,울산,2025-06-20 18:00,26.5,,4.6,75,0,.24,,10
152,울산,2025-06-20 19:00,26.2,,4.5,77,0,.07,,10
152,울산,2025-06-20 20:00,25.9,0,3.7,78,0,.01,,10
152,울산,2025-06-20 21:00,25.7,,3.3,79,,,,10
152,울산,2025-06-20 22:00,25.6,,4,79,,,,10
152,울산,2025-06-20 23:00,25.2,0,4,82,,,,10
152,울산,2025-06-21 00:00,25.2,0,3,80,,,,10
152,울산,2025-06-21 01:00,24.7,0,3.7,81,,,,10
152,울산,2025-06-21 02:00,25.1,0,4.8,77,,,,10
152,울산,2025-06-21 03:00,25.1,0,3.2,77,,,,10
152,울산,2025-06-21 04:00,24.8,0,2.6,83,,,,10
152,울산,2025-06-21 05:00,25.1,0,4,81,,,,10
152,울산,2025-06-21 06:00,25.6,0,5.5,76,0,.01,,10
152,울산,2025-06-21 07:00,25.9,,5.9,72,0,.16,,10
152,울산,2025-06-21 08:00,25.9,0,5.3,71,0,.26,,10
152,울산,2025-06-21 09:00,25.7,0,5.1,73,0,.28,,10
152,울산,2025-06-21 10:00,26.1,0,5,70,0,.38,,10
152,울산,2025-06-21 11:00,26.3,0,3.4,76,0,.47,,10
152,울산,2025-06-21 12:00,26.3,,4.5,77,0,.73,,10
152,울산,2025-06-21 13:00,26,0,3.5,80,0,.65,,10
152,울산,2025-06-21 14:00,24.4,0,1.1,83,0,.17,,10
152,울산,2025-06-21 15:00,24.3,,1.5,83,0,.27,,10
152,울산,2025-06-21 16:00,26.3,,4.6,78,0,.37,,10
152,울산,2025-06-21 17:00,26,,3.5,79,0,.17,,10
152,울산,2025-06-21 18:00,22.1,.7,3.7,84,0,.04,,10
152,울산,2025-06-21 19:00,20.7,5.4,2.6,94,0,.01,,10
152,울산,2025-06-21 20:00,20.4,.8,1.6,94,0,.01,,10
152,울산,2025-06-21 21:00,19.9,10.5,1.2,95,,,,10
152,울산,2025-06-21 22:00,19.9,.3,.6,95,,,,10
152,울산,2025-06-21 23:00,19.8,.4,.8,95,,,,10
152,울산,2025-06-22 00:00,19.7,.6,1.7,95,,,,10
152,울산,2025-06-22 01:00,18.7,10.2,2.8,95,,,,10
152,울산,2025-06-22 02:00,18.4,4.8,2.6,93,,,,10
152,울산,2025-06-22 03:00,17.8,.6,1.1,89,,,,10
152,울산,2025-06-22 04:00,17.4,.1,1.6,91,,,,10
152,울산,2025-06-22 05:00,17.4,0,1.6,92,,,,10
152,울산,2025-06-22 06:00,17.6,,2,87,0,.01,,10
152,울산,2025-06-22 07:00,18.2,0,2.6,85,0,.23,,10
152,울산,2025-06-22 08:00,18.8,.1,1.4,86,0,.53,,10
152,울산,2025-06-22 09:00,20.1,0,1.5,85,0,.92,,10
152,울산,2025-06-22 10:00,21,,.8,81,0,1.01,,10
152,울산,2025-06-22 11:00,22.4,,1.1,78,0,1.17,,9
152,울산,2025-06-22 12:00,24.1,,1.3,65,.2,2.17,,9
152,울산,2025-06-22 13:00,24.9,,1.7,66,.3,1.88,,9
152,울산,2025-06-22 14:00,26.9,,2.6,52,1,3.25,,7
152,울산,2025-06-22 15:00,27.1,,1.4,49,.6,2.27,,8
152,울산,2025-06-22 16:00,25,,1.4,60,.4,1.67,,8
152,울산,2025-06-22 17:00,24.2,,1,64,0,1,,9
152,울산,2025-06-22 18:00,23.6,,.6,69,0,.6,,9
152,울산,2025-06-22 19:00,22.7,,.4,77,0,.24,,9
152,울산,2025-06-22 20:00,22,,.5,80,0,.05,,10
152,울산,2025-06-22 21:00,22.6,,1.1,68,,,,9
152,울산,2025-06-22 22:00,21.3,,2.1,70,,,,6
152,울산,2025-06-22 23:00,20.4,,1.4,75,,,,6
152,울산,2025-06-23 00:00,20.2,,1.1,75,,,,9
152,울산,2025-06-23 01:00,20.8,,2,73,,,,5
152,울산,2025-06-23 02:00,19.1,,.4,82,,,,9
152,울산,2025-06-23 03:00,19.8,,1.7,79,,,,5
152,울산,2025-06-23 04:00,19.9,,1.7,76,,,,0
152,울산,2025-06-23 05:00,19.7,,1.4,78,,,,0
152,울산,2025-06-23 06:00,20.2,,.7,79,.2,.08,,0
152,울산,2025-06-23 07:00,22.7,,.3,72,1,.65,,0
152,울산,2025-06-23 08:00,24.9,,1.3,65,1,1.37,,0
152,울산,2025-06-23 09:00,26.2,,1.7,58,1,2.08,,0
152,울산,2025-06-23 10:00,27.4,,1.8,55,1,2.7,,0
152,울산,2025-06-23 11:00,28.5,,2.2,45,1,3.17,,0
152,울산,2025-06-23 12:00,29.3,,2.3,46,1,3.46,,0
152,울산,2025-06-23 13:00,29.2,,2,44,1,3.52,,0
152,울산,2025-06-23 14:00,29.4,,2.5,47,1,3.46,,0
152,울산,2025-06-23 15:00,29.1,,2.4,47,1,3.16,,1
152,울산,2025-06-23 16:00,29,,1.7,41,1,2.61,,1
152,울산,2025-06-23 17:00,28.4,,2,47,1,2,,1
152,울산,2025-06-23 18:00,27,,1.9,49,1,1.28,,1
152,울산,2025-06-23 19:00,25.8,,.6,53,1,.55,,0
152,울산,2025-06-23 20:00,22.7,,1.2,63,0,.03,,0
152,울산,2025-06-23 21:00,20.9,,1.2,71,,,,0
152,울산,2025-06-23 22:00,20.4,,1.6,73,,,,2
152,울산,2025-06-23 23:00,19.9,,.9,75,,,,6
152,울산,2025-06-24 00:00,19.1,,.5,80,,,,5
152,울산,2025-06-24 01:00,18.4,,.2,82,,,,0
152,울산,2025-06-24 02:00,18.8,,1.5,82,,,,6
152,울산,2025-06-24 03:00,18.4,,2.2,84,,,,8
152,울산,2025-06-24 04:00,18.2,,1.6,83,,,,8
152,울산,2025-06-24 05:00,18.1,,.4,86,,,,9
152,울산,2025-06-24 06:00,19,,.9,84,0,.04,,10
152,울산,2025-06-24 07:00,19.9,,.6,83,0,.27,,10
152,울산,2025-06-24 08:00,21,,.4,80,0,.51,,10
152,울산,2025-06-24 09:00,22.7,,1.5,69,0,.85,,10
152,울산,2025-06-24 10:00,22.1,,2.1,75,0,.66,,10
152,울산,2025-06-24 11:00,21.8,0,1.9,69,0,.43,,10
152,울산,2025-06-24 12:00,21.6,.1,2.3,79,0,.66,,10
152,울산,2025-06-24 13:00,21.1,.6,1,84,0,.59,,10
152,울산,2025-06-24 14:00,20.1,2.7,1.7,91,0,.2,,10
152,울산,2025-06-24 15:00,19.9,5.8,1,93,0,.19,,10
152,울산,2025-06-24 16:00,20,7.1,1.6,94,0,.32,,10
152,울산,2025-06-24 17:00,20.2,1.1,1.1,95,0,.29,,10
152,울산,2025-06-24 18:00,20.2,1.1,1.3,95,0,.13,,10
152,울산,2025-06-24 19:00,20.1,1.2,1.1,95,0,.07,,10
152,울산,2025-06-24 20:00,20.2,.8,1.2,95,0,.01,,10
152,울산,2025-06-24 21:00,20.2,.7,.7,95,,,,10
152,울산,2025-06-24 22:00,19.9,6.6,1.2,95,,,,10
152,울산,2025-06-24 23:00,19.9,4.2,.7,96,,,,10
152,울산,2025-06-25 00:00,19.6,1.1,1.2,96,,,,10
152,울산,2025-06-25 01:00,19.4,0,.8,96,,,,10
152,울산,2025-06-25 02:00,19.1,1.2,.9,96,,,,10
152,울산,2025-06-25 03:00,19.3,,.6,96,,,,10
152,울산,2025-06-25 04:00,19.2,.9,.9,96,,,,10
152,울산,2025-06-25 05:00,19.3,,.5,97,,,,10
152,울산,2025-06-25 06:00,19.5,0,.8,96,0,.01,,10
152,울산,2025-06-25 07:00,19.6,0,1.1,96,0,.09,,10
152,울산,2025-06-25 08:00,20.4,,1.1,95,0,.23,,10
152,울산,2025-06-25 09:00,21,.1,.6,94,0,.58,,10
152,울산,2025-06-25 10:00,21.3,,1.5,94,0,.54,,10
152,울산,2025-06-25 11:00,21.2,,1.9,91,0,.36,,10
152,울산,2025-06-25 12:00,22.4,,1.4,87,0,.97,,8
152,울산,2025-06-25 13:00,24.5,,1.6,77,.7,2.88,,9
152,울산,2025-06-25 14:00,25.2,,1.3,69,.7,2.9,,8
152,울산,2025-06-25 15:00,24.9,,2.6,71,.6,2.4,,6
152,울산,2025-06-25 16:00,25.6,,1.5,72,.8,2.06,,5
152,울산,2025-06-25 17:00,26.1,,1.6,66,1,1.84,,8
152,울산,2025-06-25 18:00,24.5,,2.1,70,.5,.85,,7
152,울산,2025-06-25 19:00,23.8,,3.6,73,.2,.38,,7
152,울산,2025-06-25 20:00,23.1,,3.2,76,0,.07,,7
152,울산,2025-06-25 21:00,22.4,,2.1,79,,,,7
152,울산,2025-06-25 22:00,22.2,,3.9,79,,,,6
152,울산,2025-06-25 23:00,21.6,,1.8,82,,,,0
152,울산,2025-06-26 00:00,21,,1.4,84,,,,5
152,울산,2025-06-26 01:00,20.8,,3.2,85,,,,6
152,울산,2025-06-26 02:00,21.8,,2.4,76,,,,6
152,울산,2025-06-26 03:00,20.9,,1.3,80,,,,5
152,울산,2025-06-26 04:00,21.5,,1.7,74,,,,6
152,울산,2025-06-26 05:00,20.4,,1.6,78,,,,7
152,울산,2025-06-26 06:00,21.1,,2.4,76,.2,.14,,7
152,울산,2025-06-26 07:00,22.1,,2.3,70,.8,.48,,7
152,울산,2025-06-26 08:00,23.1,,1.1,67,.6,.68,,6
152,울산,2025-06-26 09:00,25.2,,2,66,.9,1.89,,1
152,울산,2025-06-26 10:00,26.5,,1.6,58,1,2.63,,1
152,울산,2025-06-26 11:00,27.7,,1.5,52,1,3.11,,5
152,울산,2025-06-26 12:00,28.4,,1.9,49,.7,2.85,,6
152,울산,2025-06-26 13:00,28.4,,1.7,51,.4,2.34,,8
152,울산,2025-06-26 14:00,28.4,,.9,54,0,1.3,,8
152,울산,2025-06-26 15:00,30,,1.6,49,.5,2.31,,5
152,울산,2025-06-26 16:00,29.2,,1,52,.3,1.57,,7
152,울산,2025-06-26 17:00,27.8,,.7,54,0,.73,,7
152,울산,2025-06-26 18:00,28.3,,.6,58,.3,.7,,7
152,울산,2025-06-26 19:00,26.8,,1.2,63,0,.28,,7
152,울산,2025-06-26 20:00,25.4,,1.1,69,0,.06,,3
152,울산,2025-06-26 21:00,24.8,,1.4,71,,,,3
152,울산,2025-06-26 22:00,23.5,,1.1,78,,,,8
152,울산,2025-06-26 23:00,24,,1.3,75,,,,7
152,울산,2025-06-27 00:00,22.5,,2,82,,,,0
152,울산,2025-06-27 01:00,22.8,,1.7,79,,,,0
152,울산,2025-06-27 02:00,21.4,,1.8,85,,,,0
152,울산,2025-06-27 03:00,21.1,,.3,86,,,,0
152,울산,2025-06-27 04:00,21.7,,2.3,83,,,,6
152,울산,2025-06-27 05:00,21.5,,1,83,,,,3
152,울산,2025-06-27 06:00,21.1,,1.3,86,.1,.08,,2
152,울산,2025-06-27 07:00,22.8,,.7,81,1,.55,,2
152,울산,2025-06-27 08:00,25,,.9,71,1,1.23,,2
152,울산,2025-06-27 09:00,26,,1.2,66,.9,1.52,,6
152,울산,2025-06-27 10:00,26.9,,2.3,63,1,2.44,,7
152,울산,2025-06-27 11:00,28.2,,1.3,59,1,2.8,,7
152,울산,2025-06-27 12:00,29.2,,2.5,54,1,3.21,,7
152,울산,2025-06-27 13:00,29.8,,2.4,55,1,3.28,,7
152,울산,2025-06-27 14:00,29.8,,1.8,55,.7,2.6,,3
152,울산,2025-06-27 15:00,30.4,,2.1,54,1,2.96,,6
152,울산,2025-06-27 16:00,29.4,,1.9,53,1,2.41,,6
152,울산,2025-06-27 17:00,29,,1.5,54,1,1.79,,3
152,울산,2025-06-27 18:00,28.6,,1.5,56,1,1.01,,3
152,울산,2025-06-27 19:00,28,,.7,59,1,.49,,5
152,울산,2025-06-27 20:00,25.8,,.9,64,0,.05,,3
152,울산,2025-06-27 21:00,24.6,,.3,72,,,,0
152,울산,2025-06-27 22:00,24,,.4,75,,,,0
152,울산,2025-06-27 23:00,24.7,,1.3,77,,,,0
152,울산,2025-06-28 00:00,23.9,,.6,79,,,,0
152,울산,2025-06-28 01:00,23.7,,1,79,,,,0
152,울산,2025-06-28 02:00,23.6,,.9,79,,,,0
152,울산,2025-06-28 03:00,23.3,,.8,82,,,,0
152,울산,2025-06-28 04:00,23.6,,1.9,81,,,,0
152,울산,2025-06-28 05:00,23.3,,1,83,,,,0
152,울산,2025-06-28 06:00,23.3,,.9,84,.2,.07,,0
152,울산,2025-06-28 07:00,24.9,,.8,79,1,.55,,0
152,울산,2025-06-28 08:00,27.1,,1.2,72,1,1.2,,3
152,울산,2025-06-28 09:00,29.6,,.5,65,1,1.9,,3
152,울산,2025-06-28 10:00,31.1,,.3,58,1,2.41,,2
152,울산,2025-06-28 11:00,31.9,,1.2,54,1,2.92,,2
152,울산,2025-06-28 12:00,32.7,,2.1,54,1,3.24,,3
152,울산,2025-06-28 13:00,33.1,,1.2,53,1,3.35,,2
152,울산,2025-06-28 14:00,31.8,,2.4,55,1,3.2,,3
152,울산,2025-06-28 15:00,32,,2.2,55,1,2.89,,2
152,울산,2025-06-28 16:00,31.3,,1.9,57,1,2.39,,1
152,울산,2025-06-28 17:00,31.2,,1.6,56,1,1.81,,1
152,울산,2025-06-28 18:00,28.5,,1.9,63,.9,1.08,,0
152,울산,2025-06-28 19:00,26.6,,.9,71,.4,.28,,4
152,울산,2025-06-28 20:00,25.2,,.3,77,0,.02,,6
152,울산,2025-06-28 21:00,25.2,,.1,83,,,,7
152,울산,2025-06-28 22:00,25.4,,.4,82,,,,6
152,울산,2025-06-28 23:00,25.2,,.8,82,,,,0
152,울산,2025-06-29 00:00,25.6,,1.3,83,,,,0
152,울산,2025-06-29 01:00,25.3,,.9,86,,,,0
152,울산,2025-06-29 02:00,25.1,,.9,86,,,,0
152,울산,2025-06-29 03:00,24.8,,.6,87,,,,0
152,울산,2025-06-29 04:00,24.5,,1.7,90,,,,0
152,울산,2025-06-29 05:00,24.5,,2.4,89,,,,0
152,울산,2025-06-29 06:00,24.5,,1.7,92,.1,.07,,0
152,울산,2025-06-29 07:00,26.6,,1.8,84,1,.57,,0
152,울산,2025-06-29 08:00,28.3,,1,77,1,1.26,,0
152,울산,2025-06-29 09:00,30.3,,1.3,69,1,1.97,,0
152,울산,2025-06-29 10:00,31.4,,1.3,62,1,2.58,,0
152,울산,2025-06-29 11:00,32.7,,2.3,58,1,3.09,,0
152,울산,2025-06-29 12:00,33,,1.9,57,1,3.39,,1
152,울산,2025-06-29 13:00,33,,1.5,53,1,3.43,,0
152,울산,2025-06-29 14:00,32.6,,1.6,53,1,3.36,,0
152,울산,2025-06-29 15:00,31.9,,1.4,55,1,3.05,,0
152,울산,2025-06-29 16:00,30.8,,1.4,57,1,2.56,,0
152,울산,2025-06-29 17:00,30.1,,2,57,1,1.93,,0
152,울산,2025-06-29 18:00,29.9,,.9,58,1,1.22,,0
152,울산,2025-06-29 19:00,28.5,,.9,61,1,.51,,1
152,울산,2025-06-29 20:00,27.3,,.4,68,0,.04,,0
152,울산,2025-06-29 21:00,27,,1,76,,,,0
152,울산,2025-06-29 22:00,27.3,,2.8,73,,,,0
152,울산,2025-06-29 23:00,26.8,,2,75,,,,0
152,울산,2025-06-30 00:00,25.7,,.4,80,,,,0
152,울산,2025-06-30 01:00,25.8,,1.4,80,,,,0
152,울산,2025-06-30 02:00,26.3,,2.1,78,,,,0
152,울산,2025-06-30 03:00,25.6,,1.7,80,,,,0
152,울산,2025-06-30 04:00,25.6,,1.9,82,,,,0
152,울산,2025-06-30 05:00,25.6,,1.5,82,,,,0
152,울산,2025-06-30 06:00,25.4,,2.6,83,.1,.07,,0
152,울산,2025-06-30 07:00,26.8,,1.8,78,1,.61,,0
152,울산,2025-06-30 08:00,29.1,,.5,70,1,1.3,,0
152,울산,2025-06-30 09:00,30.7,,1.4,65,1,1.97,,0
152,울산,2025-06-30 10:00,32.4,,.7,56,1,2.63,,0
152,울산,2025-06-30 11:00,32.6,,1.8,55,1,3.18,,1
152,울산,2025-06-30 12:00,32,,1.8,55,1,3.37,,1
152,울산,2025-06-30 13:00,32.9,,1.8,53,1,3.46,,2
152,울산,2025-06-30 14:00,33.4,,2.5,51,1,3.36,,3
152,울산,2025-06-30 15:00,32.9,,1.7,54,.6,2.18,,2
152,울산,2025-06-30 16:00,34.6,,2.8,46,1,2.59,,6
152,울산,2025-06-30 17:00,32.7,,4.5,54,1,1.8,,5
152,울산,2025-06-30 18:00,31.9,,3.9,56,1,1.24,,6
152,울산,2025-06-30 19:00,30.8,,4.1,56,1,.57,,3
152,울산,2025-06-30 20:00,29.1,,1.3,61,0,.04,,0
152,울산,2025-06-30 21:00,27.2,,.5,70,,,,0
152,울산,2025-06-30 22:00,27.1,,.9,73,,,,0
152,울산,2025-06-30 23:00,26.8,,1.5,74,,,,0
